location,latitude,longitude,population
Wall,43.9914,-102.2421,875
Adair Village,44.6707,-123.2159,874
Patagonia,31.5436,-110.7477,874
Mosses,32.1801,-86.6888,874
Dover,48.2606,-116.6098,874
Reid Hope King,25.9228,-97.4140,874
Arcadia Lakes,34.0536,-80.9615,874
Brilliant,34.0256,-87.7691,873
Garrison,31.8252,-94.4932,873
Benton,37.0990,-89.5624,873
Lake Waukomis,39.2309,-94.6386,873
Mountainair,34.5213,-106.2394,873
Wheatfield,41.1911,-87.0528,873
Gaston,40.3140,-85.5010,873
Leeds,37.2372,-113.3471,873
North Bend,39.1505,-84.7404,873
Miles,31.6006,-100.1853,872
Denali Park,63.5909,-148.7107,872
Cleveland,35.7327,-80.6814,872
Dugger,39.0704,-87.2590,872
Centerville,43.1165,-96.9596,872
Long Grove,41.6922,-90.5803,872
Savoy,33.5999,-96.3662,872
Dallas City,40.6353,-91.1645,872
Grand Ridge,30.7083,-85.0207,872
Benton,37.7881,-97.1077,871
Autaugaville,32.4320,-86.6579,871
Houck,35.2714,-109.2236,871
Whitecone,35.6037,-110.0791,871
Farwell,43.8363,-84.8677,871
Funkstown,39.6088,-77.7082,871
Cashion,35.8039,-97.6753,871
Poulan,31.5145,-83.7898,870
Montreat,35.6478,-82.3001,870
Trinidad,32.1562,-96.1054,870
Rockaway Beach,36.7019,-93.1617,869
Deer Park,38.5360,-122.4679,869
Gloster,31.1951,-91.0176,869
East Bank,38.2153,-81.4442,869
St. Mary of the Woods,39.5120,-87.4628,868
Orocovis,18.2257,-66.3916,868
Linn Valley,38.3758,-94.7120,868
Walnut Springs,32.0562,-97.7507,868
Airport Drive,37.1406,-94.5162,868
Victor,41.7306,-92.2947,868
Tilghmanton,39.5286,-77.7437,868
Reeds Spring,36.7402,-93.3797,867
Superior,47.1935,-114.8920,867
Black Diamond,28.9066,-82.4946,867
Dresser,45.3617,-92.6344,866
Blue Hill,40.3330,-98.4482,866
Hingham,43.6465,-87.9151,866
New Knoxville,40.4943,-84.3158,866
Bajandas,18.1601,-65.7831,866
Inverness,33.3543,-90.5913,866
Knik River,61.4606,-148.9155,866
Silkworth,41.2698,-76.0749,865
Matamoras,39.5204,-81.0684,865
Grantsville,39.6969,-79.1528,865
Port Trevorton,40.6928,-76.8940,865
Morehouse,36.8463,-89.6909,865
St. Stephen,45.7010,-94.2742,865
Dorchester,45.0025,-90.3308,865
Graniteville,44.1463,-72.4817,865
Tunica,34.6881,-90.3810,864
Onamia,46.0700,-93.6676,864
Fairview,47.8520,-104.0510,864
Marblehead,41.5223,-82.7279,864
Hamden,39.1591,-82.5243,864
Harwick,40.5562,-79.8054,864
Ventress,30.6824,-91.4248,864
St. George Island,29.6520,-84.8881,863
Sheffield,41.3575,-89.7372,863
Rib Lake,45.3196,-90.2031,863
Albany,41.7861,-90.2164,863
Stony Creek Mills,40.3493,-75.8640,863
Elkville,37.9100,-89.2367,863
Cottonwood Falls,38.3684,-96.5426,862
Belmont,39.3786,-81.2635,862
Jennings,30.5968,-83.1070,862
Decaturville,35.5820,-88.1195,862
Folsom,30.6304,-90.1947,862
Darbydale,39.8545,-83.1795,862
Darlington,40.1073,-86.7767,862
Scranton,33.9174,-79.7441,862
Mannsville,34.1858,-96.8974,862
Fountain City,44.1201,-91.6970,861
Vineland,46.1832,-93.7823,861
Attica,41.0634,-82.8873,861
Lometa,31.2166,-98.3925,861
Dibble,35.0152,-97.6275,861
East Mountain,32.6008,-94.8528,861
Walnut Creek,35.3050,-77.8714,861
Midway,33.2958,-104.4518,861
Edgewood,42.6443,-91.4017,861
Sciotodale,38.7539,-82.8605,861
Oriental,35.0359,-76.6816,861
Chain O' Lakes,44.3319,-89.1670,861
Wilbur,47.7581,-118.7118,861
Lake Panorama,41.7198,-94.4025,860
Burrton,38.0237,-97.6715,860
Brantleyville,33.2196,-86.8820,860
Lake Santee,39.4078,-85.3066,860
West Siloam Springs,36.1755,-94.5941,859
Arlington,44.3635,-97.1338,859
Hi-Nella,39.8367,-75.0220,858
Taylortown,35.2146,-79.4915,858
Newhall,41.9932,-91.9672,858
Sodus Point,43.2641,-76.9953,858
Harrisville,41.1365,-80.0105,858
Felicity,38.8390,-84.0985,858
Gladbrook,42.1862,-92.7151,858
Bearden,33.7276,-92.6187,858
Rocky Ridge,39.9197,-111.8258,858
Walker,38.5341,-119.4582,858
Schleswig,42.1607,-95.4352,857
Hyndman,39.8207,-78.7214,857
Moreauville,31.0342,-91.9818,857
Lincoln,46.9530,-112.6693,857
Deerfield,41.8901,-83.7789,857
Grantwood Village,38.5509,-90.3532,856
New Preston,41.6813,-73.3523,856
Vista West,42.8622,-106.4363,856
Greers Ferry,35.5674,-92.1688,856
Hillside,41.9177,-74.0336,856
Paxton,30.9746,-86.3099,856
Marion,44.1006,-85.1438,856
Export,40.4170,-79.6232,856
Primghar,43.0864,-95.6209,856
Mendocino,39.3110,-123.7908,855
Buffalo Center,43.3894,-93.9428,855
West Winfield,42.8838,-75.1914,855
Merrill,42.0260,-121.6008,855
Seiling,36.1548,-98.9296,855
Indian Lake,26.0877,-97.5027,854
Oakland,39.6575,-88.0276,854
La Fargeville,44.1960,-75.9627,854
Silverdale,40.3472,-75.2719,854
Plantation,38.2834,-85.5936,854
Donnellson,40.6453,-91.5641,854
McBee,34.4670,-80.2571,854
Oljato-Monument Valley,37.0309,-110.2512,854
Woodmere,41.4600,-81.4798,853
Tangipahoa,30.8758,-90.5138,853
East Tulare Villa,36.2035,-119.2821,853
Chester,48.5113,-110.9663,853
Dollar Bay,47.1277,-88.5085,853
Rio,27.2161,-80.2400,853
Dewar,35.4583,-95.9476,853
Lake Arrowhead,44.2030,-89.8389,853
Lasara,26.4634,-97.9088,853
Brandon,43.7352,-88.7822,853
Annawan,41.3958,-89.8881,853
Wiley Ford,39.6151,-78.7615,852
Pine Hill,31.9858,-87.5875,852
Rockford,35.8328,-83.9357,852
Newell,42.6097,-95.0040,852
Riegelsville,40.5965,-75.1987,852
Rocky Boy West,48.2971,-109.9918,852
New Holland,39.5544,-83.2595,851
White Swan,46.3769,-120.7382,851
Rankin,31.2255,-101.9393,851
West Salem,38.5198,-88.0092,851
Woodsville,44.1452,-72.0288,851
Alamo,34.4184,-107.5125,851
St. Paul,36.9068,-82.3162,851
Longport,39.3136,-74.5261,851
Mendon,42.0089,-85.4544,851
Bunker Hill,40.6602,-86.1015,851
Blacklake,35.0497,-120.5387,850
Lenox,31.2672,-83.4673,850
Indian Springs,30.6879,-94.7449,850
White Plains,33.7603,-85.6880,850
Mignon,33.1948,-86.2651,850
Sunol,37.5894,-121.8854,850
Mission,45.6586,-118.6654,850
Spaulding,39.8662,-89.5450,849
Winthrop,42.4708,-91.7374,849
Gouldsboro,41.2428,-75.4448,849
Dunkerton,42.5679,-92.1608,849
Maywood Park,45.5524,-122.5617,849
Inwood,43.3093,-96.4351,849
Star,35.3992,-79.7832,849
Frederica,39.0080,-75.4667,849
Chappell,41.0913,-102.4699,849
McLouth,39.1961,-95.2083,849
Mount Jewett,41.7255,-78.6444,849
Log Lane Village,40.2696,-103.8287,849
Inman Mills,35.0410,-82.1021,849
Colcord,36.2647,-94.6920,849
South Wallins,36.8153,-83.4044,849
Madisonville,30.4006,-90.1656,848
Talbotton,32.6773,-84.5406,848
Pentwater,43.7793,-86.4303,848
Neffs,40.0320,-80.8171,848
Paw Paw,41.6877,-88.9799,848
Naches,46.7260,-120.6911,847
Hailesboro,44.3098,-75.4357,847
Stonington,39.6385,-89.1921,846
Puxico,36.9507,-90.1587,846
Bentleyville,41.4122,-81.4121,846
Gassaway,38.6702,-80.7717,846
Readlyn,42.7038,-92.2249,846
Fordland,37.1556,-92.9416,846
Braymer,39.5905,-93.7961,846
Lilydale,44.9096,-93.1301,846
Cobb Island,38.2646,-76.8496,846
Caspian,46.0653,-88.6266,845
Maguayo,18.0100,-67.0855,845
Sentinel,35.1571,-99.1736,845
Crenshaw,34.5047,-90.1946,845
Greenville,33.0322,-84.7162,845
Valley View,33.4892,-97.1534,845
Ruston,47.2981,-122.5105,845
Mazeppa,44.2737,-92.5403,845
Heidlersburg,39.9504,-77.1494,845
Huntland,35.0579,-86.2689,844
Summerland,34.4255,-119.5893,844
Isleton,38.1617,-121.6051,844
Lake Latonka,41.2830,-80.1831,844
Hackett,35.1878,-94.4106,844
Elephant Head,31.7659,-110.9921,844
Happy Camp,41.8104,-123.3892,844
Fincastle,38.3082,-85.5414,844
Bruno,37.6880,-81.8737,844
Sanford,43.6777,-84.3803,844
Apple Valley,37.0810,-113.1034,844
Rich Square,36.2739,-77.2839,844
Gratis,39.6484,-84.5286,843
Minor,33.5389,-86.9402,843
Forest Hill,31.0478,-92.5241,843
Pellston,45.5519,-84.7830,843
Witt,39.2549,-89.3490,843
Burnside,37.0042,-84.6489,843
Cameron,39.8279,-80.5692,843
Betances,18.0296,-67.1335,843
Osceola,41.1782,-97.5498,843
Paris,40.4104,-80.5067,842
Illiopolis,39.8515,-89.2475,842
Rutledge,33.6263,-83.6112,842
South Fork,40.3636,-78.7919,842
Gayle Mill,34.7023,-81.2391,842
Kenansville,34.9596,-77.9661,841
Seligman,36.5232,-93.9388,841
Laurel Park,36.6871,-79.7872,841
Togiak,59.0693,-160.4727,841
Lake Victoria,42.9168,-84.3749,841
Potrero,32.6131,-116.6068,841
Eastover,33.8779,-80.6949,841
Crystal Springs,28.1830,-82.1539,841
Selawik,66.5988,-159.9995,840
Malott,48.2919,-119.6954,840
Maben,33.5544,-89.0805,840
Harmony,40.8015,-80.1250,840
Dunkirk,40.7880,-83.6429,840
Morgan,44.4158,-94.9248,840
Emily,46.7602,-93.9665,840
Riegelwood,34.3444,-78.2198,840
South Weldon,36.4135,-77.6024,840
Lumberport,39.3742,-80.3484,840
Armstrong,43.3945,-94.4834,840
Loreauville,30.0601,-91.7378,840
Alger,40.7096,-83.8441,839
Dobbins Heights,34.9069,-79.6933,839
Bloomsbury,40.6537,-75.0840,839
Supreme,29.8604,-90.9955,839
McGregor,43.0247,-91.1820,838
Jonesville,34.8348,-81.6811,838
Teec Nos Pos,36.9221,-109.0753,838
Trezevant,36.0110,-88.6205,838
Waverly,39.2072,-93.5186,838
Elizabeth,39.0617,-81.3977,838
Snead,34.1162,-86.3901,838
Hooper,41.6117,-96.5487,838
Enderlin,46.6215,-97.5956,838
Hatfield,37.9030,-87.2217,838
Skyline,34.7987,-86.1229,838
Lake City,44.3297,-85.2085,837
Wagener,33.6521,-81.3636,837
O'Donnell,32.9652,-101.8309,837
Wallowa,45.5704,-117.5286,837
Ninilchik,60.0745,-151.3843,836
Crawford,33.8830,-83.1552,836
Plainfield,44.2175,-89.4969,836
Rushford Village,43.8033,-91.7915,836
Shalimar,30.4433,-86.5830,836
Roosevelt,40.2212,-74.4729,836
Otisville,43.1661,-83.5247,835
Blooming Grove,32.0924,-96.7173,835
Aspermont,33.1405,-100.2253,835
Franklin,42.0124,-111.8036,835
Casper Mountain,42.7448,-106.3206,835
Orient,41.1425,-72.2770,835
Lone Rock,43.1857,-90.2012,835
Copperton,40.5660,-112.0980,835
Harlem,48.5318,-108.7847,835
Simsboro,32.5323,-92.7839,835
Coalmont,35.3458,-85.7113,834
Alton,36.6901,-91.3947,834
Aurora,44.2826,-96.6863,834
Middletown,42.9869,-84.1445,834
Beaver Meadows,40.9299,-75.9131,834
Pond Creek,36.6677,-97.8029,834
Middleburg,38.9715,-77.7429,834
Calhan,39.0345,-104.2994,834
Royal Center,40.8643,-86.5001,834
Gallant,34.0013,-86.2304,833
Hazleton,42.6178,-91.9058,833
Glasgow,38.2109,-81.4218,833
Newman,39.7970,-87.9877,833
Warrenton,36.3995,-78.1575,833
Matinecock,40.8640,-73.5817,833
Blackduck,47.7263,-94.5479,833
Penney Farms,29.9807,-81.8108,833
Malin,42.0133,-121.4098,832
Pawnee City,40.1106,-96.1529,832
Shoreham,42.0604,-86.5115,832
Ellenboro,35.3309,-81.7611,832
North Walpole,43.1469,-72.4459,832
Flushing,40.1481,-81.0644,832
Luthersville,33.2096,-84.7442,831
Sully,41.5780,-92.8467,831
McCammon,42.6504,-112.1901,831
Utica,40.8953,-97.3454,831
Spring Hill,40.3703,-78.6691,831
Richland,42.3762,-85.4553,831
Footville,42.6715,-89.2084,831
Marrowstone,48.0568,-122.6933,831
Chester Hill,40.8903,-78.2293,831
Stoddard,43.6625,-91.2180,830
Doniphan,40.7742,-98.3708,830
Magazine,35.1534,-93.8078,830
Lamboglia,17.9846,-65.9851,830
Chula Vista,28.6563,-99.8077,829
St. Joseph,35.0330,-87.5008,829
New Union,34.1422,-86.2218,829
Harwood,46.9761,-96.8802,829
Au Gres,44.0431,-83.6933,829
Fabrica,28.7446,-100.4934,829
Edmundson,38.7351,-90.3657,829
Tatum,33.2553,-103.3112,829
Owensville,39.1242,-84.1366,828
Brimfield,40.8379,-89.8827,828
La Fontaine,40.6739,-85.7221,828
Dayton,44.8732,-107.2624,828
Onaway,45.3589,-84.2274,828
Cheyenne Wells,38.8192,-102.3521,828
St. Ignatius,47.3186,-114.0956,828
Winslow,38.3827,-87.2129,828
Pleasant Hills,39.2365,-84.5229,828
Attica,43.0314,-83.1607,828
Esmont,37.8284,-78.5959,828
Crawford,31.5385,-97.4448,827
Arena,43.1636,-89.9104,827
Sand Springs,32.2795,-101.3496,827
Jacksons' Gap,32.8831,-85.8150,827
Baconton,31.3804,-84.1592,827
Clay City,39.2770,-87.1127,827
New Deal,33.7322,-101.8436,827
Pigeon Creek,41.1101,-81.6723,827
Blue Ball,40.1157,-76.0517,827
Coffeeville,33.9765,-89.6845,826
Sarepta,32.8963,-93.4518,826
Smithfield,39.8023,-79.8089,826
Highland,43.0475,-90.3801,826
Brownsville,37.1952,-86.2691,826
Island Pond,44.8125,-71.8862,826
New Berlin,40.8805,-76.9842,826
Mortons Gap,37.2403,-87.4667,826
Brookport,37.1261,-88.6276,826
Holly Pond,34.1696,-86.6125,826
Stephenson,45.4137,-87.6091,826
Eureka,45.7707,-99.6207,826
Crab Orchard,37.4627,-84.5067,825
Middlesex,35.7893,-78.2047,825
Hopedale,40.4233,-89.4214,825
Elrod,34.6072,-79.2307,825
Mesita,35.0134,-107.3296,825
San Felipe,29.7965,-96.1051,825
Dakota City,42.7229,-94.1977,825
St. Clair,44.0838,-93.8601,824
Norris,34.7661,-82.7525,824
Pittsville,44.4390,-90.1301,824
Greenville,30.4667,-83.6352,824
Magnolia Springs,30.4003,-87.7748,823
Juniata,40.5903,-98.5069,823
Occidental,38.4004,-122.9349,823
Beckville,32.2436,-94.4561,823
Notasulga,32.5569,-85.6695,823
Fort Loudon,39.9219,-77.9073,822
Langley,36.4707,-95.0539,822
Veyo,37.3375,-113.6930,822
Roy,46.9970,-122.5423,822
Brookfield,40.8184,-75.0613,822
Rockford,43.0524,-92.9477,822
Bellefonte,38.4949,-82.6911,822
Garibaldi,45.5607,-123.9111,822
Russellville,38.5128,-92.4384,822
Polkville,32.1909,-89.6960,821
Lake Andes,43.1559,-98.5362,821
Hazelton,42.5952,-114.1366,821
Gray Court,34.6078,-82.1144,821
Rising Star,32.0976,-98.9665,821
Cowiche,46.6729,-120.7154,821
Mossyrock,46.5305,-122.4887,820
Arlington,43.3350,-89.3725,820
Santa Clara Pueblo,35.9726,-106.0927,820
Rockwood,39.9157,-79.1574,820
Pomona,38.6099,-95.4523,820
Colo,42.0145,-93.3186,820
Emmonak,62.7762,-164.5157,819
Fertile,47.5339,-96.2893,818
Belle Center,40.5090,-83.7453,818
Claysville,40.1199,-80.4131,818
East Camden,33.6082,-92.7436,818
Penryn,38.8478,-121.1699,818
Potomac Park,39.6124,-78.8082,818
Purple Sage,41.5515,-109.3199,818
Waynesfield,40.6024,-83.9739,817
La Jara,37.2735,-105.9598,817
Greenville,40.1336,-120.9454,817
Crowell,33.9839,-99.7241,817
Newton,41.8611,-111.9906,817
Candor,35.2964,-79.7324,817
Humphrey,41.6884,-97.4850,817
Weidman,43.7014,-84.9745,817
Lafitte,29.6957,-90.0995,816
Redfield,41.5904,-94.1963,816
Avoca,38.9172,-86.5557,816
Killona,29.9985,-90.4851,816
Woods Hole,41.5303,-70.6614,816
Mankato,39.7871,-98.2083,816
Syracuse,38.9984,-81.9686,816
Friedensburg,40.6070,-76.2291,816
Juno Ridge,26.8491,-80.0620,815
Castalia,41.4011,-82.8080,815
Afton,41.0276,-94.1954,815
Wilson,35.5661,-90.0430,815
Red Butte,42.8051,-106.4339,815
Lime Lake,42.4327,-78.4808,815
Silver Lake,44.9042,-94.1984,814
Brunswick,39.4257,-93.1266,814
Potlatch,46.9235,-116.8976,814
Rural Valley,40.7991,-79.3150,814
Downs,39.5045,-98.5472,814
Sycamore,40.9517,-83.1709,814
Atlas,40.7974,-76.4288,814
Epps,32.6038,-91.4814,813
Pioneer Junction,48.3157,-115.5182,813
Park City,45.6292,-108.9214,813
Shickshinny,41.1535,-76.1500,813
Jetmore,38.0304,-99.9101,813
Ringwood,42.3973,-88.3038,813
Oakley,42.2415,-113.8825,812
Ridge Farm,39.8957,-87.6520,812
Pleasantville,41.5935,-79.5808,812
Peconic,41.0381,-72.4608,812
Van Buren,40.6157,-85.5039,812
Gurley,34.7072,-86.3768,812
Adair,36.4366,-95.2727,811
La Veta,37.5085,-105.0086,811
Altheimer,34.3242,-91.8481,811
Argyle,42.7014,-89.8657,811
Loch Lloyd,38.8310,-94.5978,811
Selma,40.1890,-85.2753,811
Oreana,39.9378,-88.8685,811
Morgandale,41.2670,-80.7958,811
Milltown,38.3421,-86.2755,810
Hamel,38.8894,-89.8425,810
Mulga,33.5534,-86.9735,810
Riverside,41.8106,-112.1403,810
Stone Harbor,39.0437,-74.7687,810
Woods Bay,48.0083,-114.0613,810
Mountain City,30.0392,-97.8915,810
Annabella,38.7059,-112.0586,810
Humboldt,40.1658,-95.9443,810
East Newnan,33.3461,-84.7763,810
Edon,41.5562,-84.7693,810
Benton,41.1955,-76.3847,810
Juncal,18.3132,-66.9188,809
Fifth Ward,31.1207,-92.1584,809
Tranquillity,36.6480,-120.2525,809
Highfield-Cascade,39.7136,-77.4947,809
Camden,36.3250,-76.1700,809
Carson,41.2357,-95.4198,809
Hilshire Village,29.7908,-95.4885,808
Henning,46.3233,-95.4424,808
Hilltop,37.9392,-81.1527,808
Hartrandt,42.8836,-106.3492,808
Parksley,37.7862,-75.6538,808
Bowman,34.2051,-83.0309,808
El Rito,36.3380,-106.1844,808
Garber,36.4365,-97.5810,807
Lyons,42.9834,-84.9456,807
Davenport,35.7093,-96.7643,807
Sewickley Heights,40.5594,-80.1528,807
Marengo,38.3714,-86.3444,807
Waverly Hall,32.6837,-84.7378,807
Mora,35.9634,-105.3313,807
Vaughn,47.5524,-111.5608,807
Pineville,36.5755,-94.3916,807
Walnut Grove,44.2250,-95.4692,806
Hollow Creek,38.1527,-85.6243,806
Martin Lake,45.3825,-93.0885,806
Soudersburg,40.0151,-76.1529,806
Faith,35.5900,-80.4581,806
Burr Oak,41.8472,-85.3212,806
Correctionville,42.4774,-95.7830,806
Colver,40.5426,-78.7891,806
South Webster,38.8170,-82.7282,805
Joaquin,31.9659,-94.0504,805
Aguanga,33.4522,-116.8555,805
Dollar Point,39.1905,-120.1089,805
Limestone,36.3143,-95.7477,805
Junction City,39.7218,-82.2997,805
Wellington,39.1383,-93.9861,805
Harrison,37.7982,-89.3361,805
Earlville,42.7401,-75.5436,805
Lakes of the North,44.9361,-84.8845,805
Pahoa,19.4961,-154.9454,805
Davidsville,40.2348,-78.9356,805
Scotland,43.1481,-97.7199,804
Livingston,38.9682,-89.7642,804
Orrick,39.2133,-94.1254,804
Menan,43.7218,-111.9925,804
Beatty,36.9352,-116.7025,804
Lewisburg,36.9872,-86.9502,804
Mountainaire,35.0921,-111.6493,804
Hills,41.5569,-91.5360,804
Carolina,41.4625,-71.6585,803
Saltsburg,40.4848,-79.4480,803
Resaca,34.5789,-84.9440,803
Key Colony Beach,24.7233,-81.0215,803
West Middlesex,41.1742,-80.4557,803
Arapaho,35.5779,-98.9593,803
San Ildefonso Pueblo,35.8955,-106.1225,803
Parker,41.0907,-79.6846,802
Bethany,40.2053,-80.5629,802
Piedmont,39.4778,-79.0466,802
Stamping Ground,38.2697,-84.6831,802
Morse,30.1221,-92.4985,802
Flordell Hills,38.7174,-90.2648,802
Shrewsbury,38.2079,-81.4675,802
Paragon Estates,39.9802,-105.1812,802
Hubbard,42.3055,-93.3019,801
Metolius,44.5875,-121.1760,801
Mount Hope,37.8735,-97.6619,801
Sonoita,31.6645,-110.6426,801
Dawson,31.8941,-96.7151,801
Dauphin,40.3684,-76.9296,801
Flint Creek,36.1765,-94.7436,801
Wiconsico,40.5742,-76.6773,801
Granite,40.5711,-111.7959,801
Ogden,40.1150,-87.9563,800
Deer Trail,39.6157,-104.0435,800
Kansas,36.2058,-94.7890,800
Pineland,31.2467,-93.9744,800
Lakeville,42.8367,-77.7032,800
Diamond City,36.4575,-92.9129,800
Grassflat,41.0031,-78.1113,800
Freelandville,38.8653,-87.3102,800
East Sparta,40.6635,-81.3643,799
Lyons,41.9360,-96.4717,799
Rutledge,39.9010,-75.3274,799
Scribner,41.6650,-96.6653,799
Vassar,38.6495,-95.6114,799
West Union,39.2963,-80.7751,799
Tekoa,47.2247,-117.0732,799
Tecumseh,39.5658,-87.4327,799
Cumby,33.1354,-95.8399,798
Escalante,37.7649,-111.6000,798
Lakeville,41.5288,-86.2745,798
Smiths Grove,37.0503,-86.2083,798
Walthill,42.1489,-96.4929,798
Kimball,45.3143,-94.3008,798
Darby,46.0234,-114.1790,798
Ferrelview,39.3143,-94.6654,798
Isle,46.1398,-93.4597,798
East Orosi,36.5481,-119.2599,798
Van Buren,37.0082,-91.0113,798
Gobles,42.3617,-85.8774,798
Elmwood,44.7799,-92.1491,797
Francesville,40.9853,-86.8834,797
Bromley,39.0801,-84.5629,797
Prospect,34.7358,-79.2251,797
Gosport,39.3507,-86.6665,797
Hollins,33.1213,-86.1290,797
Sunrise Beach Village,30.5862,-98.4187,796
Cambridge,41.9001,-93.5360,796
Brasher Falls,44.8096,-74.7789,796
Morning Sun,41.0942,-91.2506,796
Grazierville,40.6576,-78.2707,795
Culbertson,48.1447,-104.5183,795
Cedar Point,30.7975,-95.0749,795
McLean,40.3136,-89.1687,795
Perdido,31.0033,-87.6324,795
Lakewood Park,35.6482,-86.1357,795
Graettinger,43.2371,-94.7504,795
Mackinaw City,45.7752,-84.7477,795
Moose Creek,64.7140,-147.1639,795
Bear Rocks,40.1265,-79.4651,794
Zayante,37.0889,-122.0414,794
Eden,41.3022,-111.8086,794
Chevy Chase Section Three,38.9793,-77.0742,794
Wedowee,33.3077,-85.4864,794
Melbourne,41.9416,-93.1027,794
Piney Point,38.1483,-76.5201,794
Goshen,39.2325,-84.1532,793
Raymond,42.4694,-92.2296,793
Morrisdale,40.9484,-78.2278,793
Manila,40.8513,-124.1631,793
Roscoe,40.0782,-79.8641,793
Lake Park,46.8839,-96.0988,793
Cairo,41.0046,-98.6007,792
Athol,47.9451,-116.7062,792
Okoboji,43.3909,-95.1390,792
Wells,31.4916,-94.9473,792
Wadsworth,39.6322,-119.2901,792
Clyde,38.0253,-122.0278,792
Oxford,41.7228,-91.7911,792
Emerson,42.2782,-96.7265,792
Arkport,42.3926,-77.6955,791
Hoonah,58.1118,-135.4246,791
New Salem,39.9037,-76.7912,791
Grant City,40.4858,-94.4135,791
Pleasant Plains,39.8747,-89.9183,791
Blanchardville,42.8095,-89.8606,791
Los Olivos,34.6647,-120.1180,791
Benkelman,40.0517,-101.5354,790
Smithfield,40.2715,-80.7772,790
Hilltop Lakes,31.0755,-96.1914,790
Adams,43.5654,-92.7190,790
Walker,42.2873,-91.7809,789
Buras,29.3528,-89.5248,789
Spencer,41.0991,-82.1231,789
Minatare,41.8112,-103.5019,789
Interlaken,40.2350,-74.0166,789
Howe,34.9500,-94.6408,789
Campbellsburg,38.5220,-85.2195,789
Vass,35.2534,-79.2845,789
Stronghurst,40.7463,-90.9094,789
Shoals,38.6669,-86.7938,789
East Freedom,40.3573,-78.4366,789
Chocowinity,35.5148,-77.1017,788
Duncan,32.7344,-109.0972,788
Wonewoc,43.6531,-90.2239,788
Wye,46.9523,-114.1331,788
Wilton Center,41.1880,-73.4298,788
Gary,37.3620,-81.5408,788
Guy,35.3272,-92.3366,788
North Irwin,40.3389,-79.7115,787
Morningside,32.8610,-104.3971,787
Clarkfield,44.7907,-95.8077,787
Coon Valley,43.7024,-91.0112,787
Fern Forest,19.4648,-155.1324,787
Klawock,55.5556,-133.0868,787
Winnebago,42.2361,-96.4719,787
Springport,42.3783,-84.6965,787
Turbeville,33.8896,-80.0161,787
Horseshoe Bend,43.9165,-116.1997,787
Stephens,33.4221,-93.0670,787
Fairplay,39.2245,-105.9965,787
